state_fips,state,period,Cluster_ID,Cluster,Silhouette_Value,Distance_to_Assigned_Centroid,real_gdp_per_capita,real_personal_income_per_capita_2017,real_output_per_job,real_average_wages_salaries_2017,manufacturing_share,professional_business_share,healthcare_share,natural_resources_agriculture_share,Cluster_Name
09,Connecticut,Post_Shock_2023_2024,4,Cluster_4,0.43635020622026766,1.2236754129923453,77829.57227203695,73461.07662985564,117382.49393034344,66861.38505301473,9.371946400485932,13.311058886984709,18.238819486693597,0.3421751431541431,Very-High-Capacity Service-Healthcare Economies
10,Delaware,Post_Shock_2023_2024,0,Cluster_0,0.1800640147351848,1.6117556463649751,80282.21500483397,52644.45181577472,124586.04978025117,55727.82676008891,5.651219635142305,13.812265051897151,17.125898185888513,0.2720457228487913,High-Capacity Professional-Service Economies
12,Florida,Post_Shock_2023_2024,5,Cluster_5,0.2701911904835534,1.204710025096756,57614.2696587586,56803.533784044506,88969.53280135005,55430.2551759504,4.348507656761251,16.647137419259554,14.223190121885231,0.6909043662161183,Professional-Service Low-Healthcare Economies
13,Georgia,Post_Shock_2023_2024,5,Cluster_5,0.3592956847761496,0.9848153279380181,61830.74013826781,48703.370866551806,96452.60430845676,56052.80095295976,8.802411114050514,15.701397918876667,12.98203432068386,0.5979752898952352,Professional-Service Low-Healthcare Economies
15,Hawaii,Post_Shock_2023_2024,5,Cluster_5,0.406620760277124,0.9831531638987588,63249.61564610436,55142.98076430724,98297.8338534262,53286.89448761502,2.0320243944107297,11.887513609356429,12.824820690971553,0.4874301910811641,Professional-Service Low-Healthcare Economies
16,Idaho,Post_Shock_2023_2024,1,Cluster_1,0.29262313782288085,1.1586272020491877,49059.26795465434,48178.926726825775,79600.59243349048,46715.6931275876,8.744167170749584,12.774852020197548,14.582778889299613,3.250586320217269,Lower-Capacity Resource-Healthcare Economies
17,Illinois,Post_Shock_2023_2024,0,Cluster_0,0.4178516295494921,0.9206043920869053,70415.06317260358,58017.43420391285,108871.18879644248,61325.45435247547,9.626669989134069,15.630891673833784,14.272046180643056,0.4411240551557137,High-Capacity Professional-Service Economies
18,Indiana,Post_Shock_2023_2024,6,Cluster_6,0.1921668644220347,1.5283284602004936,58796.51200376155,49684.14305329114,96617.83689011598,49211.22484007691,16.66701700892738,11.40545976236128,15.007909220622928,0.691772756539567,Lower-Capacity Manufacturing-Intensive Economies
19,Iowa,Post_Shock_2023_2024,6,Cluster_6,0.1498184053686417,1.8374597126098398,63270.213973466,50814.78589743897,95797.73177701648,47093.05752097651,14.386058332766744,9.39048481067803,14.506601440425896,1.4789962147833269,Lower-Capacity Manufacturing-Intensive Economies
20,Kansas,Post_Shock_2023_2024,2,Cluster_2,0.0870557889312723,1.1223730280586115,61177.68947719189,51338.44862627714,90155.80278988264,48101.9078195437,12.2162855522594,12.466435172867625,15.263999648803136,1.3461103488544148,Balanced Manufacturing-Healthcare Economies
21,Kentucky,Post_Shock_2023_2024,6,Cluster_6,0.37206630504815263,0.45122620252837387,50131.400239774885,45176.13752626907,84277.75035540685,46871.32394947548,12.996783562867956,11.560557706492958,15.561291262129778,0.8685592910712554,Lower-Capacity Manufacturing-Intensive Economies
22,Louisiana,Post_Shock_2023_2024,1,Cluster_1,0.24239659591389956,0.6950320879826719,54917.69324711024,47768.43303860215,89526.31892604387,48643.72737671009,7.337672390677083,11.874812691300534,16.99551237641085,1.9119367431682128,Lower-Capacity Resource-Healthcare Economies
23,Maine,Post_Shock_2023_2024,2,Cluster_2,0.058140413251370135,1.2930774796627162,54535.51878887521,53146.90944523885,85332.26682241773,50024.11166486179,9.161040565117112,12.333041828531886,17.688929497516625,1.4084503113039992,Balanced Manufacturing-Healthcare Economies
24,Maryland,Post_Shock_2023_2024,0,Cluster_0,0.4945966677374042,0.942336663864383,68563.5064198307,61473.78358764994,106159.00678252052,62639.71009846917,4.146545200047196,17.825238827467025,14.720006523462928,0.2735723745129484,High-Capacity Professional-Service Economies
25,Massachusetts,Post_Shock_2023_2024,4,Cluster_4,0.501341252792144,1.1862707529377896,87498.70184604579,72704.5655301433,123034.89359624503,72872.78233174881,6.4324599317707145,17.4551942529913,18.161196396485916,0.3765147534733324,Very-High-Capacity Service-Healthcare Economies
26,Michigan,Post_Shock_2023_2024,2,Cluster_2,0.17170031516097725,1.0660457303533286,55387.29623777744,49654.37920022769,93688.78117071195,53024.56047567102,13.81333699131954,14.823680880708956,15.303096555968208,0.9405439653142988,Balanced Manufacturing-Healthcare Economies
27,Minnesota,Post_Shock_2023_2024,2,Cluster_2,0.3186900955239726,1.5345247194376044,68317.38834361616,58748.60981317246,101067.57251038922,57054.536243069466,11.070812283000128,13.119826049929172,17.889000542523533,1.0007028570292693,Balanced Manufacturing-Healthcare Economies
28,Mississippi,Post_Shock_2023_2024,6,Cluster_6,0.20746534688181562,1.8924435232961163,41215.59265189869,40276.29065497818,71133.09691009627,40739.63493840171,12.31075595869158,10.476825827034478,15.99582972403353,1.2390533662032228,Lower-Capacity Manufacturing-Intensive Economies
29,Missouri,Post_Shock_2023_2024,2,Cluster_2,0.38172068394832676,0.750911259342666,56242.397135047926,50494.02989672641,87591.59586952432,51066.10662736352,9.901655056702236,13.210623448224634,17.001227364551227,0.6760269727405985,Balanced Manufacturing-Healthcare Economies
30,Montana,Post_Shock_2023_2024,1,Cluster_1,0.39681603364107215,1.125679836779722,52555.868314138745,53680.64161949433,78153.69531388144,46584.08630390933,4.238784082234549,10.34620424213509,15.172242634352736,2.6206447021915507,Lower-Capacity Resource-Healthcare Economies
31,Nebraska,Post_Shock_2023_2024,2,Cluster_2,0.2101134886187001,1.7886223177717115,73927.958579625,57164.51434133334,105360.64244441256,49048.73472713828,10.32455075294524,12.373872670914745,14.98815803922141,1.6320844765160016,Balanced Manufacturing-Healthcare Economies
32,Nevada,Post_Shock_2023_2024,5,Cluster_5,0.44297656055445506,1.3213410562731487,63188.16004284417,54245.64230040578,95573.74801422344,52783.73611259761,4.303555055960265,14.16001482587582,10.699001370332368,1.2967172218356562,Professional-Service Low-Healthcare Economies
33,New Hampshire,Post_Shock_2023_2024,0,Cluster_0,0.249281114780681,1.2748581064190292,67105.53789485645,64414.064307616994,99649.79447332551,59439.129009025215,10.129758422615144,14.526223677695782,14.669077055634911,0.3869050736397306,High-Capacity Professional-Service Economies
34,New Jersey,Post_Shock_2023_2024,0,Cluster_0,0.3392081269053145,1.0557625963451631,70797.14069196672,65909.76541999743,110369.6309907177,64707.85944004377,5.971235523667488,16.84264880246053,15.843092467502975,0.3124381332710807,High-Capacity Professional-Service Economies
35,New Mexico,Post_Shock_2023_2024,1,Cluster_1,0.24012346789635353,1.7944234227000002,54896.12410970144,45121.43327607097,99095.79195867263,48269.33827230012,3.3229792056497574,14.398818201725213,17.155173599016862,3.8548714244062223,Lower-Capacity Resource-Healthcare Economies
36,New York,Post_Shock_2023_2024,4,Cluster_4,0.5147409523413004,1.6296024039240253,91316.50671418336,66075.14631622887,137136.94397730724,73622.12684304293,4.328483150625828,14.579474294452329,19.721942144484352,0.3538955649788637,Very-High-Capacity Service-Healthcare Economies
37,North Carolina,Post_Shock_2023_2024,5,Cluster_5,0.11130207176330072,1.239232505060491,59619.49272821237,50683.13736715795,96057.07201023666,54363.35713247812,9.605771542954042,15.37267036692427,14.001126207542551,0.5852532951855635,Professional-Service Low-Healthcare Economies
38,North Dakota,Post_Shock_2023_2024,3,Cluster_3,0.6016508283785965,0.8241629024734296,79393.50603813169,56995.127618615385,104335.93225274532,50267.87070792106,6.697051922375524,8.466459850348183,16.159323418045723,5.441269532452273,High-Capacity Resource-Specialized Economies
39,Ohio,Post_Shock_2023_2024,2,Cluster_2,0.3933959627124618,0.7208147835378775,60415.26478872413,50101.09764898295,96604.7400451407,52028.65119636255,12.450522561978651,13.584621447197163,16.669530789117076,0.5100394453370425,Balanced Manufacturing-Healthcare Economies
40,Oklahoma,Post_Shock_2023_2024,1,Cluster_1,0.24307902373609241,1.1765771138251078,51146.82916899002,49360.69162329,84742.70045388566,46609.91731255315,8.412577236930833,12.667954060252091,14.51789343526264,2.4137712174981445,Lower-Capacity Resource-Healthcare Economies
41,Oregon,Post_Shock_2023_2024,2,Cluster_2,0.19677802113298642,1.4459231574194074,61223.66774969868,54874.34607795453,96711.22708118582,56316.01350527116,9.43471775620026,13.543319062528456,15.917731781983823,2.942120869702012,Balanced Manufacturing-Healthcare Economies
42,Pennsylvania,Post_Shock_2023_2024,2,Cluster_2,0.4105643107188205,1.4492702655233474,61144.50064320445,55076.02636448125,98178.24761154388,55066.298787289066,9.435747447432709,14.128598267617305,18.883820367723647,0.8200999546674628,Balanced Manufacturing-Healthcare Economies
44,Rhode Island,Post_Shock_2023_2024,2,Cluster_2,0.42794686819854705,1.1961801897288835,56780.208416233385,54953.84421106635,91575.52731796028,53712.59111985864,8.162557210726241,14.137096560055769,17.582018231677317,0.2636379123367585,Balanced Manufacturing-Healthcare Economies
45,South Carolina,Post_Shock_2023_2024,6,Cluster_6,0.25019513438784907,1.2101854256122013,49995.46917887595,46918.58942970366,85412.98788517607,48160.943850395575,11.636300219041228,13.843067024536596,13.671482566495618,0.5409115099647199,Lower-Capacity Manufacturing-Intensive Economies
46,South Dakota,Post_Shock_2023_2024,1,Cluster_1,0.09424593229373247,1.8883472286043124,62320.33325534706,59343.66902585044,87055.96152311636,44790.54527388376,9.919651086874882,8.389552101447443,16.803151429610182,1.8626488273181503,Lower-Capacity Resource-Healthcare Economies
47,Tennessee,Post_Shock_2023_2024,2,Cluster_2,0.12109675673795406,1.350609876444327,60289.92486419928,51415.2875460903,93459.9656444054,52025.03442762319,11.172035031537732,14.128679016507082,13.929202292357346,0.3742550259236477,Balanced Manufacturing-Healthcare Economies
48,Texas,Post_Shock_2023_2024,5,Cluster_5,0.05758865626918181,1.5343697751662624,70264.73609399464,54415.703981261184,106999.32697304618,58209.14710989852,6.99872648438142,15.496473280752967,13.499426079521491,1.9794076544483332,Professional-Service Low-Healthcare Economies
49,Utah,Post_Shock_2023_2024,5,Cluster_5,0.396072506199519,1.0362766447154719,66250.36208116793,52228.0788890924,95009.90826322675,52467.043559032216,8.934986372096322,14.593398252551737,11.986970797084428,1.0053663405085955,Professional-Service Low-Healthcare Economies
50,Vermont,Post_Shock_2023_2024,1,Cluster_1,-0.004713461122751776,1.217756495597334,55553.089032386895,55297.415872537815,81204.57904008552,49546.72448517277,9.079146361073883,11.1444658219682,17.42207484965467,1.3746165737386524,Lower-Capacity Resource-Healthcare Economies
51,Virginia,Post_Shock_2023_2024,0,Cluster_0,0.3949938255135332,1.3498109490107413,69106.09588782459,59922.09910590213,105558.52684326704,61452.6575084782,6.235326084890495,20.129218091850344,13.296435574695437,0.4523926132989944,High-Capacity Professional-Service Economies
53,Washington,Post_Shock_2023_2024,4,Cluster_4,0.3236692398654146,2.0435015526930207,87087.64039278617,66103.1821739314,140508.01499705337,72185.33335400617,7.965123478985137,15.135657401179063,14.448095920533635,2.706102475933532,Very-High-Capacity Service-Healthcare Economies
54,West Virginia,Post_Shock_2023_2024,1,Cluster_1,0.31954784328789815,2.2897650254086734,46102.07767226488,42966.47324626801,89671.56260958407,44730.26249693644,6.665374712454634,10.796281922851543,20.948546559591293,3.2255187705755093,Lower-Capacity Resource-Healthcare Economies
55,Wisconsin,Post_Shock_2023_2024,6,Cluster_6,0.17342494965428396,1.4433174048125865,59009.581340659366,52583.244406547645,90984.9431976078,49969.52100572369,16.032070415950617,11.30925038746364,15.121195465055164,1.0986687214936826,Lower-Capacity Manufacturing-Intensive Economies
56,Wyoming,Post_Shock_2023_2024,3,Cluster_3,0.5856930710196483,1.2221627761325151,67974.27922660334,67261.83179553691,88779.69488808211,49036.96691925649,3.716289745922705,7.924858904259452,13.176090331394445,6.895395117526441,High-Capacity Resource-Specialized Economies
