state_fips,state,period,Peer_Rank,PCA_Distance,Same_Cluster_as_Illinois,Cluster_ID,Cluster_Name,Illinois_Cluster_ID,Illinois_Cluster_Name,PC1,PC2,PC3,PC4
53,Washington,Post_Shock_2023_2024,30,3.515919309757123,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,4.462848210028917,1.201439131156143,-0.3524010142517758,1.3999109909613692
23,Maine,Post_Shock_2023_2024,31,3.543304925466104,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.8734349398881244,0.3802378967011683,0.989819310279832,-0.7033706689605288
50,Vermont,Post_Shock_2023_2024,32,3.6733106325381417,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.9956624484550494,0.6260013375887984,1.0004511699841516,-0.4611839611662376
25,Massachusetts,Post_Shock_2023_2024,33,3.6885710263802864,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,5.0913667162748935,-0.1629138417804826,1.1959773026206866,-0.4553069608392451
19,Iowa,Post_Shock_2023_2024,34,3.7682473164302253,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.211167027074828,0.3486322118819291,0.7667831483176383,1.8510280455657893
22,Louisiana,Post_Shock_2023_2024,35,3.8397979430386595,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.1261405055613771,0.8047838028752842,0.3714691457300634,-0.8236606730298843
01,Alabama,Post_Shock_2023_2024,36,3.8569511676172947,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.9339773822094573,-1.2185897650968391,0.1141035993601435,0.628934269977561
40,Oklahoma,Post_Shock_2023_2024,37,3.876500179155404,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.5562555312708015,0.4537289996075376,-0.6749616795869575,-0.1281413291337956
21,Kentucky,Post_Shock_2023_2024,38,4.0401131242535815,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-2.013671468637668,-0.6746856500794822,0.7460516787482874,0.349806175309203
46,South Dakota,Post_Shock_2023_2024,39,4.139842121425685,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.014804890962227,1.597417180933884,1.141274628087554,0.6062593480691385
02,Alaska,Post_Shock_2023_2024,40,4.204867948113801,False,3,High-Capacity Resource-Specialized Economies,0,High-Capacity Professional-Service Economies,1.5166544762238607,3.136054145170195,-0.2468868431729127,0.4078604076814777
05,Arkansas,Post_Shock_2023_2024,41,4.278648711016907,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-2.1818662053207505,-0.573502859242398,0.8102188737094443,-0.148191560577756
35,New Mexico,Post_Shock_2023_2024,42,4.312903443139133,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.6378745347025856,1.4738472072316526,-0.6065119868626433,-1.8101097195391076
16,Idaho,Post_Shock_2023_2024,43,4.319072020382808,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.9471298367840355,0.6327267401323814,-0.7758359047576188,-0.1801733352443102
36,New York,Post_Shock_2023_2024,44,4.491750233941849,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,5.230624681621531,0.809541598804537,1.8580212670005007,-0.8077391766660078
30,Montana,Post_Shock_2023_2024,45,4.515150338836946,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.463752107501624,1.5965279915643429,-0.7670343923033813,-0.7231487889678803
38,North Dakota,Post_Shock_2023_2024,46,4.684193646159873,False,3,High-Capacity Resource-Specialized Economies,0,High-Capacity Professional-Service Economies,0.3618388257989757,3.346996474680211,0.1760701540795063,0.9316163074577096
56,Wyoming,Post_Shock_2023_2024,47,5.351430057763006,False,3,High-Capacity Resource-Specialized Economies,0,High-Capacity Professional-Service Economies,-0.106820772409937,3.679309055000352,-1.525831944269764,1.038836536853399
28,Mississippi,Post_Shock_2023_2024,48,5.631103564380802,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-3.572934205439548,-0.3514484165624217,0.665241626791105,-0.1966747960998539
54,West Virginia,Post_Shock_2023_2024,49,5.913446803942153,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-2.100497538419079,1.8525245122440852,1.6951228198282784,-2.1431390482018604
